PeriodoNum;Prestadores_basicos;CantidadPacientes
202203;050010434702 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE ESTADIO;1
202204;050010435901 - MIGUEL  ANTONIO URIBE MARIN;1
202204;050010467230 - Living Lab;2
202201;050010480627 - PROSALCO IPS SAN JUAN;1
202203;050010480627 - PROSALCO IPS SAN JUAN;2
202204;050010480627 - PROSALCO IPS SAN JUAN;2
202204;050010491701 - PROFAMILIA MEDELLÍN;1
202202;050010556806 - CENTRO INTEGRAL DE SALUD SAN IGNACIO;1
202201;050010581602 - FUNDACIÓN CLÍNICA NOEL;2
202202;050010581602 - FUNDACIÓN CLÍNICA NOEL;1
202203;050010581602 - FUNDACIÓN CLÍNICA NOEL;1
202205;050010590901 - IPS UNIVERSITARIA SEDE PRADO;1
202201;050010590903 - IPS UNIVERSITARIA SEDE CLINICA LEON XIII;19
202202;050010590903 - IPS UNIVERSITARIA SEDE CLINICA LEON XIII;1
202203;050010590903 - IPS UNIVERSITARIA SEDE CLINICA LEON XIII;3
202204;050010590903 - IPS UNIVERSITARIA SEDE CLINICA LEON XIII;9
202205;050010590903 - IPS UNIVERSITARIA SEDE CLINICA LEON XIII;31
202206;050010590903 - IPS UNIVERSITARIA SEDE CLINICA LEON XIII;2
202201;050010608601 - E.S.E. HOSPITAL LA MARIA;2
202203;050010608601 - E.S.E. HOSPITAL LA MARIA;4
202205;050010608601 - E.S.E. HOSPITAL LA MARIA;5
202206;050010608601 - E.S.E. HOSPITAL LA MARIA;5
202206;050010612204 - IPS CENTRO MEDICO DEPORTIVO BODYTECH PREMIUM PLAZA;1
202205;050010902217 - SUMIMEDICAL SEDE APOYO TERAPEUTICO;1
202205;050010902223 - CLINICA VICTORIANA;1
202203;050010909920 - PROMEDAN IPS PERÚ;1
202203;050010909923 - CLINICA CENTRAL FUNDADORES;1
202204;050010909923 - CLINICA CENTRAL FUNDADORES;1
202204;050010909925 - PROMEDAN IPS CENTRO;4
202205;050010909925 - PROMEDAN IPS CENTRO;6
202205;050010944602 - INTISALUD SEDE MEDELLIN;12
202204;050010960801 - MESSER COLOMBIA S.A. AGENCIA REMEO CENTER MEDELLIN;1
202205;050010960801 - MESSER COLOMBIA S.A. AGENCIA REMEO CENTER MEDELLIN;1
202201;050011047101 - VIVA 1 A IPS MEDELLÍN;1
202203;050011047101 - VIVA 1 A IPS MEDELLÍN;1
202204;050011047101 - VIVA 1 A IPS MEDELLÍN;25
202205;050011047101 - VIVA 1 A IPS MEDELLÍN;23
202202;050011068901 - THERACLINIC S.A.S;2
202201;050011095901 - SALUD DOMICILIARIA INTEGRAL SALUD & S.A.S;2
202202;050011095901 - SALUD DOMICILIARIA INTEGRAL SALUD & S.A.S;2
202203;050011095901 - SALUD DOMICILIARIA INTEGRAL SALUD & S.A.S;1
202204;050011095901 - SALUD DOMICILIARIA INTEGRAL SALUD & S.A.S;2
202205;050011095901 - SALUD DOMICILIARIA INTEGRAL SALUD & S.A.S;2
202202;050011103001 - SIES SALUD MEDELLÍN;1
202204;050011103001 - SIES SALUD MEDELLÍN;3
202206;050011103001 - SIES SALUD MEDELLÍN;4
202205;050011105603 - Diagnosticarte S.A.S;1
202202;050011111101 - CENTRO CLINICO Y DE INVESTIGACION SICOR;1
202201;050011114701 - INSTITUTO COLOMBIANO DEL DOLOR S.A.S;4
202202;050011114701 - INSTITUTO COLOMBIANO DEL DOLOR S.A.S;3
202203;050011114701 - INSTITUTO COLOMBIANO DEL DOLOR S.A.S;6
202205;050011114701 - INSTITUTO COLOMBIANO DEL DOLOR S.A.S;4
202206;050011114701 - INSTITUTO COLOMBIANO DEL DOLOR S.A.S;1
202203;050011117809 - ADILAB - CENTRAL;1
202204;050011117809 - ADILAB - CENTRAL;1
202201;050011157601 - IPS REACT REHABILITACION Y ACTIVIDAD FISICA S.A.S.;1
202202;050011157601 - IPS REACT REHABILITACION Y ACTIVIDAD FISICA S.A.S.;1
202204;050011157601 - IPS REACT REHABILITACION Y ACTIVIDAD FISICA S.A.S.;1
202206;050011157601 - IPS REACT REHABILITACION Y ACTIVIDAD FISICA S.A.S.;1
202201;050011162801 - NEUMOMED S.A.S.;1
202204;050011162801 - NEUMOMED S.A.S.;1
202206;050011162801 - NEUMOMED S.A.S.;1
202201;050011174601 - NUEVA CLINICA SAGRADO CORAZON S.A.S;5
202202;050011174601 - NUEVA CLINICA SAGRADO CORAZON S.A.S;1
202203;050011174601 - NUEVA CLINICA SAGRADO CORAZON S.A.S;3
202205;050011174601 - NUEVA CLINICA SAGRADO CORAZON S.A.S;1
202205;050011174801 - erica maria ochoa solana;1
202201;050011195801 - ips terapias integrales domiciliarias s.a.s;1
202203;050011195801 - ips terapias integrales domiciliarias s.a.s;4
202204;050011195801 - ips terapias integrales domiciliarias s.a.s;1
202205;050011195801 - ips terapias integrales domiciliarias s.a.s;4
202206;050011195801 - ips terapias integrales domiciliarias s.a.s;1
202202;050011232101 - UNIDAD INTEGRAL EN SALUD POBLADO;1
202201;050011234201 - cenfimax s.a.s;4
202202;050011281901 - EPS SANITAS CENTRO MEDICO MEDELLIN;1
202205;050011313101 - Corporación Hospital Infantil Concejo de Medellín;1
202206;050011313101 - Corporación Hospital Infantil Concejo de Medellín;1
202201;050011347301 - PAP Terapia;4
202203;050011347301 - PAP Terapia;3
202205;050011347301 - PAP Terapia;2
202201;050011427601 - VIRREY SOLIS IPS SA VILLANUEVA;1
202202;050011427601 - VIRREY SOLIS IPS SA VILLANUEVA;2
202204;050011427601 - VIRREY SOLIS IPS SA VILLANUEVA;1
202206;050011427601 - VIRREY SOLIS IPS SA VILLANUEVA;1
202202;050011427602 - VIRREY SOLIS I.P.S S.A JUNIN;1
202206;050011427602 - VIRREY SOLIS I.P.S S.A JUNIN;1
202201;050011427603 - VIRREY SOLIS I.P.S S.A  LA AMERICA;1
202202;050011427603 - VIRREY SOLIS I.P.S S.A  LA AMERICA;3
202204;050011427603 - VIRREY SOLIS I.P.S S.A  LA AMERICA;1
202206;050011427603 - VIRREY SOLIS I.P.S S.A  LA AMERICA;1
202206;050011427607 - VIRREY SOLIS I.P.S S.A SAN DIEGO;1
202202;050011427609 - VIRREY SOLIS IPS FLORIDA;1
202204;050011427609 - VIRREY SOLIS IPS FLORIDA;1
202206;050011427609 - VIRREY SOLIS IPS FLORIDA;1
202201;050011427610 - Virrey Solís IPS. S.A Tranvía Plaza;2
202204;050011427610 - Virrey Solís IPS. S.A Tranvía Plaza;1
202206;050011427610 - Virrey Solís IPS. S.A Tranvía Plaza;1
202201;050011429401 - Neuromedica IPS;13
202202;050011429401 - Neuromedica IPS;8
202203;050011429401 - Neuromedica IPS;4
202204;050011429401 - Neuromedica IPS;9
202205;050011429401 - Neuromedica IPS;9
202206;050011429401 - Neuromedica IPS;10
202201;050011446801 - LABORATORIO CLINICO TRANVIA - CPO;3
202202;050011446801 - LABORATORIO CLINICO TRANVIA - CPO;3
202204;050011446801 - LABORATORIO CLINICO TRANVIA - CPO;1
202204;050011616301 - BIENESTAR IPS SEDE MEDELLIN;1
202205;050011616301 - BIENESTAR IPS SEDE MEDELLIN;5
202205;050011638101 - david  castaño osorio;1
202201;050011648301 - HOGAR DE REPOSO BETANIA SAS;1
202201;050011703401 - EXPERT MEDICA IPS S.A.S.;136
202203;050011703401 - EXPERT MEDICA IPS S.A.S.;137
202205;050011703401 - EXPERT MEDICA IPS S.A.S.;135
202201;050011712001 - JUNTA MEDICO LABORAL IPS S.A.S;1
202201;050011738001 - especialistas en casa;3
202202;050011738001 - especialistas en casa;6
202203;050011738001 - especialistas en casa;2
202204;050011738001 - especialistas en casa;3
202205;050011738001 - especialistas en casa;1
202206;050011738001 - especialistas en casa;4
202202;050011738301 - CENTRO DE INMUNOLOGÍA Y GÉNETICA CIGE S.A.S;1
202203;050011738301 - CENTRO DE INMUNOLOGÍA Y GÉNETICA CIGE S.A.S;1
202204;050011738301 - CENTRO DE INMUNOLOGÍA Y GÉNETICA CIGE S.A.S;2
202205;050011738301 - CENTRO DE INMUNOLOGÍA Y GÉNETICA CIGE S.A.S;1
202206;050011738301 - CENTRO DE INMUNOLOGÍA Y GÉNETICA CIGE S.A.S;4
202201;050011861102 - Willmer Julio Obregon Brooks;1
202205;050011861102 - Willmer Julio Obregon Brooks;1
202202;050011946901 - CAROLINA  RESTREPO ARISTIZABAL;1
202202;050011974501 - CAROLINA  YIBIRIN PEINADO;1
202202;050012029501 - TATIANA  GOMEZ ESCOBAR;1
202202;050020436001 - EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JUAN DE DIOS DE ABEJORRAL;2
202201;050310209101 - E.S.E HOSPITAL EL CARMEN;1
202202;050310209101 - E.S.E HOSPITAL EL CARMEN;1
202203;050340443201 - E.S.E HOSPITAL SAN RAFAEL;2
202205;050340443201 - E.S.E HOSPITAL SAN RAFAEL;3
202202;050380153801 - E.S.E HOSPITAL SAN RAFAEL DE ANGOSTURA;1
202202;050400326101 - ESE HOSPITAL SAN JUAN DE DIOS DE ANORI;1
202203;050400326101 - ESE HOSPITAL SAN JUAN DE DIOS DE ANORI;1
202204;050400326101 - ESE HOSPITAL SAN JUAN DE DIOS DE ANORI;1
202201;050420547801 - E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA;3
202205;050420547801 - E.S.E HOSPITAL SAN JUAN DE DIOS ANTIOQUIA;5
202201;050450115002 - FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA SEDE  URABA;2
202204;050450115002 - FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA SEDE  URABA;1
202205;050450115002 - FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA SEDE  URABA;8
202206;050450115002 - FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA SEDE  URABA;4
202204;050450616001 - CLINICA CHINITA SA;1
202205;050450616001 - CLINICA CHINITA SA;1
202205;050450809101 - SALUD DARIEN I.P.S.;1
202201;050450909937 - CLÍNICA CENTRAL FUNDADORES APARTADÓ;1
202205;050450909937 - CLÍNICA CENTRAL FUNDADORES APARTADÓ;1
202201;050451319701 - Promotora Clinica Zona Franca de Uraba;6
202202;050451319701 - Promotora Clinica Zona Franca de Uraba;4
202203;050451319701 - Promotora Clinica Zona Franca de Uraba;1
202204;050451319701 - Promotora Clinica Zona Franca de Uraba;3
202205;050451319701 - Promotora Clinica Zona Franca de Uraba;6
202206;050451319701 - Promotora Clinica Zona Franca de Uraba;1
202205;050550547901 - E.S.E. HOSPITAL SAN JULIAN;1
202203;050790407701 - ESE HOSPITAL SAN VICENTE DE PAUL;1
202205;050790407701 - ESE HOSPITAL SAN VICENTE DE PAUL;2
202205;050860550701 - EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL ROSARIO;1
202202;050880210702 - CLINICA ANTIOQUIA - SEDE NORTE;1
202201;050880561801 - EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ;2
202203;050880561801 - EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ;1
202205;050880561801 - EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ;4
202206;050880561801 - EMPRESA SOCIAL DEL ESTADO HOSPITAL MARCO FIDEL SUAREZ;1
202203;050880902208 - SUMIMEDICAL SAS BELLO;1
202201;050881032301 - I.P.S. FISINOVA S.A.S;6
202202;050881032301 - I.P.S. FISINOVA S.A.S;4
202203;050881032301 - I.P.S. FISINOVA S.A.S;6
202204;050881032301 - I.P.S. FISINOVA S.A.S;9
202205;050881032301 - I.P.S. FISINOVA S.A.S;9
202206;050881032301 - I.P.S. FISINOVA S.A.S;2
202203;050881047103 - VIVA 1A IPS BELLO;14
202201;050881081901 - ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.;1
202203;050881081901 - ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.;1
202204;050881081901 - ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.;1
202205;050881081901 - ESPECIALIDADES MEDICAS METROPOLITANAS S.A.S.;3
202201;050881182301 - Fundación Clinica del Norte;5
202202;050881182301 - Fundación Clinica del Norte;4
202203;050881182301 - Fundación Clinica del Norte;4
202204;050881182301 - Fundación Clinica del Norte;5
202205;050881182301 - Fundación Clinica del Norte;26
202206;050881182301 - Fundación Clinica del Norte;1
202201;050881427604 - VIRREY SOLIS I.P.S S.A BELLO;1
202202;050881427604 - VIRREY SOLIS I.P.S S.A BELLO;2
202204;050881427604 - VIRREY SOLIS I.P.S S.A BELLO;1
202205;050910457201 - E.S.E HOSPITAL SAN ANTONIO DE BETANIA;1
202201;051010213901 - E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR;1
202202;051010213901 - E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR;1
202205;051010213901 - E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR;2
202202;051070231101 - ESE HOSPITAL EL SAGRADO CORAZON;1
202202;051200554701 - EMPRESA SOCIAL DEL ESTADO HOSPITAL ISABEL LA CATOLICA;1
202204;051200554701 - EMPRESA SOCIAL DEL ESTADO HOSPITAL ISABEL LA CATOLICA;1
202205;051200554701 - EMPRESA SOCIAL DEL ESTADO HOSPITAL ISABEL LA CATOLICA;1
202202;051290214601 - E.S.E HOSPITAL SAN VICENTE DE PAÚL DE CALDAS;2
202204;051290214601 - E.S.E HOSPITAL SAN VICENTE DE PAÚL DE CALDAS;1
202205;051290214601 - E.S.E HOSPITAL SAN VICENTE DE PAÚL DE CALDAS;3
202201;051470631101 - E.S.E HOSPITAL FRANCISCO LUIS JIMENEZ MARTINEZ;1
202201;051480431001 - E.S.E. HOSPITAL SAN JUAN DE DIOS DEL CARMEN DE VIBORAL;1
202202;051480431001 - E.S.E. HOSPITAL SAN JUAN DE DIOS DEL CARMEN DE VIBORAL;1
202201;051480480635 - PROSALCO EL CARMEN DE VIBORAL;1
202204;051480909913 - PROMEDAN IPS CARMEN DE VIBORAL;3
202205;051480909913 - PROMEDAN IPS CARMEN DE VIBORAL;3
202204;051540220101 - ESE HOSPITAL CESAR URIBE PIEDRAHITA;1
202203;051540381701 - CLINICA PAJONAL LIMITADA;1
202201;051541113202 - orosalud caucasia ips s.a.s;1
202202;052120230801 - ESE HOSPITAL SANTA MARGARITA;1
202201;052340231401 - E.S.E HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO;1
202202;052340231401 - E.S.E HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO;1
202205;052340231401 - E.S.E HOSPITAL NUESTRA SEÑORA DEL PERPETUO SOCORRO;1
202204;052370480604 - PROSALCO DON MATIAS;1
202203;052370594801 - E.S.E. HOSPITAL FRANCISCO ELADIO BARRERA;1
202205;052400374401 - EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL;1
202205;052640230901 - ESE HOSPITAL PRESBITERO EMIGDIO PALACIO;1
202201;052660491001 - E.S.E. HOSPITAL MANUEL URIBE ANGEL;4
202202;052660491001 - E.S.E. HOSPITAL MANUEL URIBE ANGEL;7
202203;052660491001 - E.S.E. HOSPITAL MANUEL URIBE ANGEL;9
202204;052660491001 - E.S.E. HOSPITAL MANUEL URIBE ANGEL;3
202205;052660491001 - E.S.E. HOSPITAL MANUEL URIBE ANGEL;8
202206;052660491001 - E.S.E. HOSPITAL MANUEL URIBE ANGEL;1
202201;052660650701 - SALUD TREC;1
202202;052660650701 - SALUD TREC;1
202205;052660650701 - SALUD TREC;1
202205;052661312702 - HEMO GROUP;3
202202;052661427606 - VIRREY SOLIS I.P.S ENVIGADO;1
202201;052661921701 - FELIPE  ÁLVAREZ GÓMEZ;1
202204;052661921701 - FELIPE  ÁLVAREZ GÓMEZ;1
202204;052661938402 - LINA MARIA AGUDELO RAMOS;1
202205;052820217101 - E.S.E. HOSPITAL SANTA LUCIA;1
202205;052840217001 - EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA ANTONIA TORO DE ELEJALDE;1
202205;053080610401 - ESE HOSPITAL SAN RAFAEL;1
202201;053180480622 - PROSALCO IPS SEDE GUARNE;1
202203;053180480622 - PROSALCO IPS SEDE GUARNE;1
202204;053180480622 - PROSALCO IPS SEDE GUARNE;3
202201;053600210701 - CLINICA ANTIOQUIA S.A.;1
202203;053600210701 - CLINICA ANTIOQUIA S.A.;1
202204;053600210701 - CLINICA ANTIOQUIA S.A.;1
202206;053600210701 - CLINICA ANTIOQUIA S.A.;1
202202;053600212101 - E.S.E HOSPITAL DEL SUR GABRIEL JARAMILLO PIEDRAHITA;1
202205;053600212101 - E.S.E HOSPITAL DEL SUR GABRIEL JARAMILLO PIEDRAHITA;3
202202;053600433901 - E.S.E. HOSPITAL SAN RAFAEL DE ITAGUÍ;1
202203;053600433901 - E.S.E. HOSPITAL SAN RAFAEL DE ITAGUÍ;4
202204;053600433901 - E.S.E. HOSPITAL SAN RAFAEL DE ITAGUÍ;3
202205;053600433901 - E.S.E. HOSPITAL SAN RAFAEL DE ITAGUÍ;3
202204;053600909904 - PROMEDAN IPS ITAGUI;2
202205;053600909904 - PROMEDAN IPS ITAGUI;6
202204;053600909924 - PROMEDAN IPS ITAGUI SANTA MARIA;2
202205;053600909924 - PROMEDAN IPS ITAGUI SANTA MARIA;2
202201;053600977901 - HOME GROUP S.A.S;6
202202;053600977901 - HOME GROUP S.A.S;7
202203;053600977901 - HOME GROUP S.A.S;5
202204;053600977901 - HOME GROUP S.A.S;2
202206;053600977901 - HOME GROUP S.A.S;6
202201;053601427605 - VIRREY SOLIS I.P.S S.A ITAGUI;3
202202;053601427605 - VIRREY SOLIS I.P.S S.A ITAGUI;3
202204;053601427605 - VIRREY SOLIS I.P.S S.A ITAGUI;1
202206;053601427605 - VIRREY SOLIS I.P.S S.A ITAGUI;4
202201;053601446803 - TOMA DE MUESTRAS ITAGUI - CPO;1
202204;053601446803 - TOMA DE MUESTRAS ITAGUI - CPO;2
202206;053601446803 - TOMA DE MUESTRAS ITAGUI - CPO;1
202201;053601649501 - ANGIOSUR S.A.S.;1
202202;053601649501 - ANGIOSUR S.A.S.;2
202203;053601649501 - ANGIOSUR S.A.S.;4
202204;053601649501 - ANGIOSUR S.A.S.;1
202205;053601649501 - ANGIOSUR S.A.S.;5
202205;053640476801 - E.S.E HOSPITAL GABRIEL PELÁEZ MONTOYA;1
202201;053680483301 - NUEVA E.S.E. HOSPITAL SAN RAFAEL DE JERICÓ;1
