PeriodoNum;Prestadores_basicos;CantidadPacientes
201107;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;15
201108;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;15
201109;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;22
201110;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;22
201111;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;21
201112;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;18
201109;050010121501 - LILLYANA MARIA MEJIA VELEZ;1
201107;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;1
201109;050010149801 - CLINICA DE OFTALMOLOGIA SANDIEGO S.A;1
201102;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201108;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201112;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201101;0500102092 - COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN;4
201102;0500102092 - COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN;4
201103;0500102092 - COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN;4
201104;0500102092 - COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN;1
201105;0500102092 - COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN;3
201106;0500102092 - COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN;2
201107;0500102092 - COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN;1
201101;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;6
201102;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201103;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;5
201104;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;4
201105;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201106;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201107;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;6
201108;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201109;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;8
201110;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201111;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201112;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201105;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;1
201107;050010209202 - CLINICA EL ROSARIO SEDE EL TESORO;1
201102;0500102101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201101;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201103;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201105;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201106;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201107;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;2
201108;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;4
201110;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;4
201111;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201112;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;3
201103;0500102104 - HOSPITAL PABLO TOBON URIBE;2
201111;0500102104 - HOSPITAL PABLO TOBON URIBE;1
201112;0500102104 - HOSPITAL PABLO TOBON URIBE;1
201101;050010210401 - HOSPITAL PABLO TOBON URIBE;4
201102;050010210401 - HOSPITAL PABLO TOBON URIBE;5
201103;050010210401 - HOSPITAL PABLO TOBON URIBE;3
201104;050010210401 - HOSPITAL PABLO TOBON URIBE;4
201105;050010210401 - HOSPITAL PABLO TOBON URIBE;2
201106;050010210401 - HOSPITAL PABLO TOBON URIBE;7
201107;050010210401 - HOSPITAL PABLO TOBON URIBE;4
201108;050010210401 - HOSPITAL PABLO TOBON URIBE;4
201109;050010210401 - HOSPITAL PABLO TOBON URIBE;4
201110;050010210401 - HOSPITAL PABLO TOBON URIBE;3
201111;050010210401 - HOSPITAL PABLO TOBON URIBE;6
201112;050010210401 - HOSPITAL PABLO TOBON URIBE;5
201101;050010211001 - CLINICA CARDIO VID;2
201102;050010211001 - CLINICA CARDIO VID;2
201103;050010211001 - CLINICA CARDIO VID;1
201104;050010211001 - CLINICA CARDIO VID;2
201105;050010211001 - CLINICA CARDIO VID;1
201107;050010211001 - CLINICA CARDIO VID;3
201108;050010211001 - CLINICA CARDIO VID;2
201109;050010211001 - CLINICA CARDIO VID;2
201111;050010211001 - CLINICA CARDIO VID;1
201112;050010211001 - CLINICA CARDIO VID;3
201101;0500102120 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;2
201110;0500102120 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201101;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;3
201102;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201103;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201105;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201106;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201108;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;2
201109;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201111;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;2
201112;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201101;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;3
201102;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;5
201103;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;3
201104;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;2
201105;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;1
201106;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;4
201107;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;2
201108;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;4
201109;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;4
201110;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;1
201111;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;3
201112;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;5
201105;050010212402 - CENTRO MÉDICO ODONTOLOGICO CES GIRARDOTA;1
201101;050010212601 - CLÍNICA LAS AMERICAS;3
201102;050010212601 - CLÍNICA LAS AMERICAS;3
201103;050010212601 - CLÍNICA LAS AMERICAS;4
201104;050010212601 - CLÍNICA LAS AMERICAS;6
201105;050010212601 - CLÍNICA LAS AMERICAS;2
201106;050010212601 - CLÍNICA LAS AMERICAS;5
201107;050010212601 - CLÍNICA LAS AMERICAS;3
201108;050010212601 - CLÍNICA LAS AMERICAS;1
201109;050010212601 - CLÍNICA LAS AMERICAS;1
201110;050010212601 - CLÍNICA LAS AMERICAS;1
201111;050010212601 - CLÍNICA LAS AMERICAS;1
201112;050010212601 - CLÍNICA LAS AMERICAS;1
201101;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;1
201102;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;2
201104;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;3
201105;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;1
201106;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;2
201107;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;1
201108;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;2
201109;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;3
201110;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;2
201111;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;2
201112;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;2
201101;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;3
201102;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;3
201103;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;4
201104;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;5
201105;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;5
201106;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;8
201107;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;4
201108;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;1
201109;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;8
201110;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;10
201111;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;8
201112;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;14
201101;050010216901 - SALUD TOTAL EPS S.A. POBLADO;1
201103;050010216901 - SALUD TOTAL EPS S.A. POBLADO;2
201104;050010216901 - SALUD TOTAL EPS S.A. POBLADO;3
201105;050010216901 - SALUD TOTAL EPS S.A. POBLADO;5
201106;050010216901 - SALUD TOTAL EPS S.A. POBLADO;2
201107;050010216901 - SALUD TOTAL EPS S.A. POBLADO;5
201108;050010216901 - SALUD TOTAL EPS S.A. POBLADO;3
201109;050010216901 - SALUD TOTAL EPS S.A. POBLADO;7
201110;050010216901 - SALUD TOTAL EPS S.A. POBLADO;4
201111;050010216901 - SALUD TOTAL EPS S.A. POBLADO;7
201102;050010216902 - SALUD TOTAL EPS S.A. LAURELES;1
201109;050010216902 - SALUD TOTAL EPS S.A. LAURELES;1
201111;050010216903 - SALUD TOTAL EPS S.A. JUNIN;1
201101;050010216907 - SALUD TOTAL ENTIDAD PROMOTORA DE SALUD DEL REGIMEN CONTRIBUTIVO Y SUBSIDIADO EPS-S S A SAN DIEGO;1
201103;050010216907 - SALUD TOTAL ENTIDAD PROMOTORA DE SALUD DEL REGIMEN CONTRIBUTIVO Y SUBSIDIADO EPS-S S A SAN DIEGO;3
201104;050010216907 - SALUD TOTAL ENTIDAD PROMOTORA DE SALUD DEL REGIMEN CONTRIBUTIVO Y SUBSIDIADO EPS-S S A SAN DIEGO;1
201107;050010216907 - SALUD TOTAL ENTIDAD PROMOTORA DE SALUD DEL REGIMEN CONTRIBUTIVO Y SUBSIDIADO EPS-S S A SAN DIEGO;1
201101;050010217201 - CLINICA MEDELLIN S.A;3
201102;050010217201 - CLINICA MEDELLIN S.A;1
201103;050010217201 - CLINICA MEDELLIN S.A;1
201104;050010217201 - CLINICA MEDELLIN S.A;8
201105;050010217201 - CLINICA MEDELLIN S.A;4
201106;050010217201 - CLINICA MEDELLIN S.A;2
201107;050010217201 - CLINICA MEDELLIN S.A;2
201108;050010217201 - CLINICA MEDELLIN S.A;4
201109;050010217201 - CLINICA MEDELLIN S.A;4
201110;050010217201 - CLINICA MEDELLIN S.A;2
201111;050010217201 - CLINICA MEDELLIN S.A;2
201112;050010217201 - CLINICA MEDELLIN S.A;6
201107;050010217202 - CLINICA MEDELLIN POBLADO;1
201101;0500102175 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;1
201101;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;4
201102;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;10
201103;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;4
201104;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;2
201105;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;3
201106;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;5
201107;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;7
201108;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;8
201109;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;11
201110;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;10
201111;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;10
201112;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;11
201101;0500102178 - EMPRESA SOCIAL DEL ESTADO METROSALUD;3
201102;0500102178 - EMPRESA SOCIAL DEL ESTADO METROSALUD;5
201103;0500102178 - EMPRESA SOCIAL DEL ESTADO METROSALUD;6
201104;0500102178 - EMPRESA SOCIAL DEL ESTADO METROSALUD;3
201105;0500102178 - EMPRESA SOCIAL DEL ESTADO METROSALUD;2
201106;0500102178 - EMPRESA SOCIAL DEL ESTADO METROSALUD;5
201107;0500102178 - EMPRESA SOCIAL DEL ESTADO METROSALUD;2
201110;0500102178 - EMPRESA SOCIAL DEL ESTADO METROSALUD;5
201102;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;1
201104;050010217804 - UNIDAD HOSPITALARIA DE MANRRIQUE HERMENEGILDO DE FEX;2
201106;050010217804 - UNIDAD HOSPITALARIA DE MANRRIQUE HERMENEGILDO DE FEX;1
201107;050010217804 - UNIDAD HOSPITALARIA DE MANRRIQUE HERMENEGILDO DE FEX;3
201106;050010217806 - ESE METROSALUD;1
201109;050010217806 - ESE METROSALUD;1
201110;050010217806 - ESE METROSALUD;1
201110;050010217808 - UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ;1
201111;050010217808 - UNIDAD HOSPITALARIA DE CASTILLA JAIME TOBON ARBELAEZ;1
201106;050010217853 - CENTRO DE SALUD LLANADITAS;1
201105;050010218601 - CLINICA COLSANITAS S.A.;1
201106;050010218601 - CLINICA COLSANITAS S.A.;1
201108;050010218603 - CLINICENTRO EPS;1
201105;050010242101 - DEPARTAMENTO DE RADIOLOGIA S.A;1
201107;050010242101 - DEPARTAMENTO DE RADIOLOGIA S.A;1
201108;050010242101 - DEPARTAMENTO DE RADIOLOGIA S.A;1
201107;050010251401 - CENTRO DE MEDICINA DEL EJERCICIO Y REHABILITACION CARDIACA S A CEMDE S A;1
201109;050010251401 - CENTRO DE MEDICINA DEL EJERCICIO Y REHABILITACION CARDIACA S A CEMDE S A;1
201101;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;2
201102;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201103;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201104;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;2
201105;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201106;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;4
201107;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201108;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201109;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201102;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;1
201103;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;2
201105;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;1
201106;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;1
201107;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;4
201104;050010298901 - CENTRO DE ATENCION OCUPACIONAL - JAIME CANO ALVAREZ;1
201110;050010298902 - UNIDAD DE REHABILITACIÓN FUNCIONAL;1
201111;050010298902 - UNIDAD DE REHABILITACIÓN FUNCIONAL;2
201101;050010301001 - JORGE ALBERTO ARIAS HENAO;1
201106;0500103448 - universidad Pontificia Bolivariana;1
201109;0500103448 - universidad Pontificia Bolivariana;1
201110;0500103448 - universidad Pontificia Bolivariana;1
201112;0500103448 - universidad Pontificia Bolivariana;1
201101;050010344801 - CENTRO DE FAMILIA - UPB;1
201102;050010344801 - CENTRO DE FAMILIA - UPB;1
201104;050010344801 - CENTRO DE FAMILIA - UPB;3
201107;050010344801 - CENTRO DE FAMILIA - UPB;1
201102;050010344803 - CLINICA UNIVERSITARIA BOLIVARIANA;2
201104;050010344803 - CLINICA UNIVERSITARIA BOLIVARIANA;1
201105;050010344803 - CLINICA UNIVERSITARIA BOLIVARIANA;1
201107;050010344803 - CLINICA UNIVERSITARIA BOLIVARIANA;2
201108;050010344803 - CLINICA UNIVERSITARIA BOLIVARIANA;2
201109;050010344803 - CLINICA UNIVERSITARIA BOLIVARIANA;1
201103;050010346801 - ESCANOGRAFÍA NEUROLÓGICA S.A;1
201104;050010346801 - ESCANOGRAFÍA NEUROLÓGICA S.A;2
201105;050010346801 - ESCANOGRAFÍA NEUROLÓGICA S.A;3
201106;050010346801 - ESCANOGRAFÍA NEUROLÓGICA S.A;1
201110;050010346801 - ESCANOGRAFÍA NEUROLÓGICA S.A;1
201102;050010349401 - FIDEL ANTONIO CANO RESTREPO;1
201102;050010383201 - COOPERATIVA MEDICA SOCIAL COOMSOCIAL;1
201104;050010383201 - COOPERATIVA MEDICA SOCIAL COOMSOCIAL;1
201109;050010383201 - COOPERATIVA MEDICA SOCIAL COOMSOCIAL;1
201103;050010421001 - CENTRO DE ORTOPEDIA Y TRAUMATOLOGIA EL ESTADIO S.A;1
201105;050010421001 - CENTRO DE ORTOPEDIA Y TRAUMATOLOGIA EL ESTADIO S.A;1
201109;050010421001 - CENTRO DE ORTOPEDIA Y TRAUMATOLOGIA EL ESTADIO S.A;1
201101;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;4
201102;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;9
201103;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;7
201104;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;10
201105;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;16
201106;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;15
201108;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;1
201111;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;1
201108;050010425907 - IPS SURA LAS AMERICAS MEDELLIN;1
201109;050010425907 - IPS SURA LAS AMERICAS MEDELLIN;2
201107;050010425908 - IPS SURA BELEN MEDELLIN;1
201112;050010425909 - IPS PUNTO DE SALUD BOLIVIA;2
201107;050010425912 - IPS SURA MONTERREY MEDELLIN;1
201108;050010425912 - IPS SURA MONTERREY MEDELLIN;1
201109;050010425912 - IPS SURA MONTERREY MEDELLIN;2
201107;050010425917 - IPS SURA SAMAN MEDELLIN;1
201109;050010425917 - IPS SURA SAMAN MEDELLIN;1
201112;050010425917 - IPS SURA SAMAN MEDELLIN;2
201107;050010425918 - IPS SURA SALUD EN CASA MEDELLIN;3
201108;050010425918 - IPS SURA SALUD EN CASA MEDELLIN;6
201109;050010425918 - IPS SURA SALUD EN CASA MEDELLIN;4
201112;050010425918 - IPS SURA SALUD EN CASA MEDELLIN;7
201107;050010425919 - IPS SURA  INDUSTRIALES MEDELLIN;5
201108;050010425919 - IPS SURA  INDUSTRIALES MEDELLIN;2
201109;050010425919 - IPS SURA  INDUSTRIALES MEDELLIN;3
201112;050010425919 - IPS SURA  INDUSTRIALES MEDELLIN;1
201108;050010425923 - IPS SURA CENTRO MEDELLIN;1
201102;050010433601 - CEDIMED POBLADO;1
201103;050010433601 - CEDIMED POBLADO;1
201104;050010433601 - CEDIMED POBLADO;1
201105;050010433601 - CEDIMED POBLADO;1
201106;050010433601 - CEDIMED POBLADO;1
201107;050010433601 - CEDIMED POBLADO;1
201108;050010433601 - CEDIMED POBLADO;2
201111;050010433601 - CEDIMED POBLADO;1
201112;050010433601 - CEDIMED POBLADO;1
201102;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;1
201103;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;3
201104;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;3
201105;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;6
201106;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;3
201107;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;2
201108;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;1
201109;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;2
201112;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;1
201108;050010434703 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE NORTE;1
201112;050010434703 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE NORTE;1
201101;050010464801 - CLINICA DEL PRADO S.A.;1
201112;"050010478901 - ASOCIACIÓN MEDELLIN DE LUCHA CONTRA EL CANCER """"MEDICANCER""""""";1
201101;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;2
201103;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;1
201105;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;2
201106;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;2
201104;050010483001 - CARDIOESTUDIO SAS;1
201105;050010483001 - CARDIOESTUDIO SAS;1
