PeriodoNum;Prestadores_basicos;CantidadPacientes
201011;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201012;050010113701 - ALFREDO IVAN MUÑOZ  BERRIO;1
201006;0500101150 - FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA;1
201012;0500101150 - FUNDACION INSTITUTO NEUROLOGICO DE COLOMBIA;1
201001;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;35
201002;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;36
201003;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;51
201004;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;31
201005;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;38
201006;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;28
201007;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;30
201008;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;32
201009;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;40
201010;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;28
201011;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;35
201012;050010115001 - FUNDACIÓN INSTITUTO NEUROLOGICO DE COLOMBIA;27
201010;050010118801 - CLINICA DE OTORRINOLARINGOLOGÍA DE ANTIOQUIA S.A - ORLANT SA;2
201004;050010153901 - INSTITUTO DEL TORAX S.A.S;2
201007;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201008;050010153901 - INSTITUTO DEL TORAX S.A.S;1
201001;050010161501 - SANTA LUCIA POBLADO;1
201009;050010162101 - RAMIRO CORREA RESTREPO S.A.S.;1
201001;050010186301 - JORGE EDUARDO PELAEZ VANEGAS;1
201003;050010186301 - JORGE EDUARDO PELAEZ VANEGAS;2
201012;0500102092 - COMUNIDAD DE HERMANAS DOMINICAS DE LA PRESENTACION DE LA SANTISIMA VIRGEN DE TOURS PROVINCIA DE MEDELLIN;4
201001;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;5
201002;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201003;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;1
201004;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201005;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;5
201006;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201007;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201008;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201009;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;3
201010;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;2
201011;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;7
201012;050010209201 - CLINICA EL ROSARIO SEDE CENTRO;4
201001;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201002;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201003;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201004;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201007;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201008;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;4
201009;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201011;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;2
201012;050010210101 - SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA;1
201012;0500102104 - HOSPITAL PABLO TOBON URIBE;1
201001;050010210401 - HOSPITAL PABLO TOBON URIBE;4
201002;050010210401 - HOSPITAL PABLO TOBON URIBE;6
201003;050010210401 - HOSPITAL PABLO TOBON URIBE;6
201004;050010210401 - HOSPITAL PABLO TOBON URIBE;2
201005;050010210401 - HOSPITAL PABLO TOBON URIBE;4
201006;050010210401 - HOSPITAL PABLO TOBON URIBE;6
201007;050010210401 - HOSPITAL PABLO TOBON URIBE;7
201008;050010210401 - HOSPITAL PABLO TOBON URIBE;5
201009;050010210401 - HOSPITAL PABLO TOBON URIBE;14
201010;050010210401 - HOSPITAL PABLO TOBON URIBE;12
201011;050010210401 - HOSPITAL PABLO TOBON URIBE;4
201012;050010210401 - HOSPITAL PABLO TOBON URIBE;7
201001;050010211001 - CLINICA CARDIO VID;1
201002;050010211001 - CLINICA CARDIO VID;2
201003;050010211001 - CLINICA CARDIO VID;4
201004;050010211001 - CLINICA CARDIO VID;3
201005;050010211001 - CLINICA CARDIO VID;2
201006;050010211001 - CLINICA CARDIO VID;5
201007;050010211001 - CLINICA CARDIO VID;3
201008;050010211001 - CLINICA CARDIO VID;2
201009;050010211001 - CLINICA CARDIO VID;3
201010;050010211001 - CLINICA CARDIO VID;3
201011;050010211001 - CLINICA CARDIO VID;5
201012;050010211001 - CLINICA CARDIO VID;5
201003;050010211801 - CLINICA OFTALMOLÓGICA DE ANTIOQUIA S.A. CLOFAN S.A.;1
201010;0500102120 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201012;0500102120 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201002;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201003;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201006;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201008;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201010;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;2
201012;050010212001 - INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS;1
201001;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;1
201002;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;2
201003;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;10
201004;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;5
201005;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;5
201006;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;5
201007;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;4
201008;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;6
201009;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;5
201010;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;3
201011;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;2
201012;050010212401 - CORPORACIÓN PARA ESTUDIOS EN SALUD CLINICA CES;1
201001;050010212601 - CLÍNICA LAS AMERICAS;2
201002;050010212601 - CLÍNICA LAS AMERICAS;1
201003;050010212601 - CLÍNICA LAS AMERICAS;2
201004;050010212601 - CLÍNICA LAS AMERICAS;3
201005;050010212601 - CLÍNICA LAS AMERICAS;2
201006;050010212601 - CLÍNICA LAS AMERICAS;7
201007;050010212601 - CLÍNICA LAS AMERICAS;4
201008;050010212601 - CLÍNICA LAS AMERICAS;1
201009;050010212601 - CLÍNICA LAS AMERICAS;4
201010;050010212601 - CLÍNICA LAS AMERICAS;4
201011;050010212601 - CLÍNICA LAS AMERICAS;6
201012;050010212601 - CLÍNICA LAS AMERICAS;6
201012;0500102144 - HOSPITAL GENERAL DE MEDELLIN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;1
201001;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;3
201002;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;4
201003;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;4
201004;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;7
201005;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;6
201006;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;12
201007;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;5
201008;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;7
201009;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;9
201010;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;8
201011;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;8
201012;050010214401 - HOSPITAL GENERAL DE MEDELLÍN LUZ CASTRO DE GUTIERREZ, EMPRESA SOCIAL DEL ESTADO;8
201009;050010216101 - MEDICOS ASOCIADOS S.A. CLINICA EL SAGRADO CORAZON;1
201001;050010216901 - SALUD TOTAL EPS S.A. POBLADO;1
201006;050010216901 - SALUD TOTAL EPS S.A. POBLADO;1
201011;050010216901 - SALUD TOTAL EPS S.A. POBLADO;1
201003;050010216902 - SALUD TOTAL EPS S.A. LAURELES;1
201005;050010216902 - SALUD TOTAL EPS S.A. LAURELES;1
201006;050010216903 - SALUD TOTAL EPS S.A. JUNIN;1
201006;050010216907 - SALUD TOTAL ENTIDAD PROMOTORA DE SALUD DEL REGIMEN CONTRIBUTIVO Y SUBSIDIADO EPS-S S A SAN DIEGO;1
201007;050010216907 - SALUD TOTAL ENTIDAD PROMOTORA DE SALUD DEL REGIMEN CONTRIBUTIVO Y SUBSIDIADO EPS-S S A SAN DIEGO;1
201011;050010216907 - SALUD TOTAL ENTIDAD PROMOTORA DE SALUD DEL REGIMEN CONTRIBUTIVO Y SUBSIDIADO EPS-S S A SAN DIEGO;1
201004;050010216909 - SALUD TOTAL EPS UNIDAD DE ATENCION BASICA CAMINO REAL;1
201006;050010216909 - SALUD TOTAL EPS UNIDAD DE ATENCION BASICA CAMINO REAL;1
201008;050010216909 - SALUD TOTAL EPS UNIDAD DE ATENCION BASICA CAMINO REAL;1
201007;050010216911 - SALUD TOTAL EPS S.A COLTEJER;1
201002;050010217201 - CLINICA MEDELLIN S.A;3
201003;050010217201 - CLINICA MEDELLIN S.A;2
201004;050010217201 - CLINICA MEDELLIN S.A;5
201005;050010217201 - CLINICA MEDELLIN S.A;5
201006;050010217201 - CLINICA MEDELLIN S.A;2
201007;050010217201 - CLINICA MEDELLIN S.A;2
201008;050010217201 - CLINICA MEDELLIN S.A;1
201010;050010217201 - CLINICA MEDELLIN S.A;3
201012;050010217201 - CLINICA MEDELLIN S.A;2
201001;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;11
201002;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;18
201003;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;19
201004;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;4
201005;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;9
201006;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;14
201007;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;13
201008;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;12
201009;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;19
201010;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;10
201011;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;10
201012;050010217501 - FUNDACION HOSPITALARIA SAN VICENTE DE PAUL;9
201001;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;1
201002;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;1
201005;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;1
201006;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;1
201008;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;1
201009;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;1
201012;050010217801 - SEDE ADMINISTRATIVA EDIFICIO SACATIN;1
201003;050010217806 - ESE METROSALUD;1
201012;050010217806 - ESE METROSALUD;1
201001;050010217834 - CENTRO DE SALUD PABLO VI;1
201002;050010217834 - CENTRO DE SALUD PABLO VI;1
201003;050010217834 - CENTRO DE SALUD PABLO VI;3
201004;050010217834 - CENTRO DE SALUD PABLO VI;1
201005;050010217834 - CENTRO DE SALUD PABLO VI;1
201006;050010217834 - CENTRO DE SALUD PABLO VI;2
201011;050010217834 - CENTRO DE SALUD PABLO VI;1
201005;050010217840 - CENTRO DE SALUD ROBLEDO;1
201003;050010218601 - CLINICA COLSANITAS S.A.;1
201009;050010218601 - CLINICA COLSANITAS S.A.;1
201004;050010242101 - DEPARTAMENTO DE RADIOLOGIA S.A;1
201006;050010242101 - DEPARTAMENTO DE RADIOLOGIA S.A;1
201010;050010251401 - CENTRO DE MEDICINA DEL EJERCICIO Y REHABILITACION CARDIACA S A CEMDE S A;2
201002;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201003;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;4
201004;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;2
201005;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201006;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;3
201007;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;3
201008;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201009;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201011;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201012;050010256501 - HECTOR ALFREDO JARAMILLO BETANCUR;1
201001;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;1
201007;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;1
201011;050010280301 - ADOLFO RAUL CUMPLIDO POSADA;1
201006;050010282201 - BERTA CECILIA CARDENAS CEBALLOS;1
201010;050010288801 - CARLOS ALBERTO BETANCUR JIMENEZ;1
201002;050010298901 - CENTRO DE ATENCION OCUPACIONAL - JAIME CANO ALVAREZ;1
201005;050010298901 - CENTRO DE ATENCION OCUPACIONAL - JAIME CANO ALVAREZ;1
201008;050010298901 - CENTRO DE ATENCION OCUPACIONAL - JAIME CANO ALVAREZ;2
201012;050010298901 - CENTRO DE ATENCION OCUPACIONAL - JAIME CANO ALVAREZ;2
201004;050010329301 - CLINICA DE CIRUGIA AMBULATORIA CONQUISTADORES;1
201003;050010344801 - CENTRO DE FAMILIA - UPB;1
201006;050010344801 - CENTRO DE FAMILIA - UPB;2
201008;050010344801 - CENTRO DE FAMILIA - UPB;1
201009;050010344801 - CENTRO DE FAMILIA - UPB;1
201010;050010344801 - CENTRO DE FAMILIA - UPB;1
201011;050010344801 - CENTRO DE FAMILIA - UPB;1
201002;050010344803 - CLINICA UNIVERSITARIA BOLIVARIANA;1
201004;050010344803 - CLINICA UNIVERSITARIA BOLIVARIANA;1
201009;050010344803 - CLINICA UNIVERSITARIA BOLIVARIANA;1
201012;050010344803 - CLINICA UNIVERSITARIA BOLIVARIANA;1
201002;050010346801 - ESCANOGRAFÍA NEUROLÓGICA S.A;4
201003;050010346801 - ESCANOGRAFÍA NEUROLÓGICA S.A;1
201004;050010346801 - ESCANOGRAFÍA NEUROLÓGICA S.A;2
201005;050010346801 - ESCANOGRAFÍA NEUROLÓGICA S.A;1
201009;050010346801 - ESCANOGRAFÍA NEUROLÓGICA S.A;1
201010;050010346801 - ESCANOGRAFÍA NEUROLÓGICA S.A;2
201006;050010381301 - SOCIEDAD DE SAN VICENTE DE PAUL DE MEDELLIN;1
201008;050010381301 - SOCIEDAD DE SAN VICENTE DE PAUL DE MEDELLIN;1
201003;050010383201 - COOPERATIVA MEDICA SOCIAL COOMSOCIAL;1
201004;050010383201 - COOPERATIVA MEDICA SOCIAL COOMSOCIAL;1
201007;050010383201 - COOPERATIVA MEDICA SOCIAL COOMSOCIAL;1
201008;050010383201 - COOPERATIVA MEDICA SOCIAL COOMSOCIAL;1
201012;050010383201 - COOPERATIVA MEDICA SOCIAL COOMSOCIAL;1
201004;050010420901 - COOPERATIVA DE SALUD SAN ESTEBAN;1
201005;050010420901 - COOPERATIVA DE SALUD SAN ESTEBAN;1
201008;050010420901 - COOPERATIVA DE SALUD SAN ESTEBAN;1
201004;050010421001 - CENTRO DE ORTOPEDIA Y TRAUMATOLOGIA EL ESTADIO S.A;2
201003;050010422801 - ATENCIÓN HOSPITALARIA DOMOCILIARIA;2
201001;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;5
201002;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;9
201003;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;15
201004;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;10
201005;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;9
201006;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;12
201007;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;8
201008;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;11
201009;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;16
201010;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;12
201011;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;9
201012;050010425901 - SERVICIOS DE SALUD IPS SURAMERICANA S.A;12
201003;050010433601 - CEDIMED POBLADO;1
201007;050010433601 - CEDIMED POBLADO;1
201011;050010433601 - CEDIMED POBLADO;1
201012;050010433601 - CEDIMED POBLADO;1
201002;050010434401 - REHABILITACION Y DEPORTE REYDE S.A.S;1
201005;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;2
201006;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;1
201007;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;2
201008;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;3
201009;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;2
201010;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;1
201011;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;1
201012;050010434701 - COOPERATIVA ANTIOQUEÑA DE SALUD SEDE CENTRO;2
201009;050010464801 - CLINICA DEL PRADO S.A.;1
201010;050010464801 - CLINICA DEL PRADO S.A.;1
201001;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;1
201002;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;1
201003;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;1
201004;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;1
201005;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;1
201006;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;1
201007;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;1
201008;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;2
201009;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;2
201010;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;1
201011;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;3
201012;050010480601 - COOPERATIVA  DE TRABAJO ASOCIADO DE PROFESIONALES DE LA SALU;4
201003;050010483001 - CARDIOESTUDIO SAS;2
201006;050010483001 - CARDIOESTUDIO SAS;1
201007;050010483001 - CARDIOESTUDIO SAS;1
201009;050010483001 - CARDIOESTUDIO SAS;1
201006;050010483101 - ANGIOLOGIA MEDICA DIAGNOSTICA SA;1
201007;050010491101 - SALUD SIGLO XXI S.A.;1
201008;050010491101 - SALUD SIGLO XXI S.A.;1
201009;050010491101 - SALUD SIGLO XXI S.A.;1
201011;050010491101 - SALUD SIGLO XXI S.A.;2
201012;050010491101 - SALUD SIGLO XXI S.A.;3
201011;050010506101 - ALEJANDRO RIOS GONZALEZ, MEDICINA NUCLEAR Y CIA LTDA.;1
201009;050010508101 - CENTRO DE FRACTURAS CEFRA S.A.;1
201007;050010542901 - VASCULAB LTDA;1
201011;050010542901 - VASCULAB LTDA;1
201001;050010549201 - UBA COOMEVA EPS LA 33 CASA No. 5;5
201002;050010549201 - UBA COOMEVA EPS LA 33 CASA No. 5;13
201003;050010549201 - UBA COOMEVA EPS LA 33 CASA No. 5;14
201004;050010549201 - UBA COOMEVA EPS LA 33 CASA No. 5;13
201005;050010549201 - UBA COOMEVA EPS LA 33 CASA No. 5;8
201006;050010549201 - UBA COOMEVA EPS LA 33 CASA No. 5;9
201002;050010549202 - UBA CENTRO MEDELLIN;1
201004;050010549202 - UBA CENTRO MEDELLIN;3
201006;050010549202 - UBA CENTRO MEDELLIN;1
201001;050010549207 - UBA POBLADO;1
201002;050010549207 - UBA POBLADO;1
201005;050010549207 - UBA POBLADO;1
201006;050010549207 - UBA POBLADO;2
201004;050010549213 - UBA Occidente;1
201001;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;7
201002;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;2
201003;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;5
201004;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;2
201005;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;5
201006;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;1
201007;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;3
201008;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;4
201009;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;6
201010;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;1
201011;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;2
201012;050010556801 - CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA COMFAMA;7
201007;050010558501 - CENTRO DE INVESTIGACIONES MÉDICAS DE ANTIOQUIA;1
201010;050010558501 - CENTRO DE INVESTIGACIONES MÉDICAS DE ANTIOQUIA;1
201001;050010558601 - FUNDACION COLOMBIANA DE CANCEROLOGIA CLINICA VIDA;1
201005;050010558601 - FUNDACION COLOMBIANA DE CANCEROLOGIA CLINICA VIDA;1
201007;050010558601 - FUNDACION COLOMBIANA DE CANCEROLOGIA CLINICA VIDA;1
201006;050010561601 - INSTITUTO DE CANCEROLOGIA;2
201008;050010561601 - INSTITUTO DE CANCEROLOGIA;1
201003;050010588201 - FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCIAL S.A;1
201004;050010588201 - FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCIAL S.A;1
201008;050010588201 - FUNDACION MEDICO PREVENTIVA PARA EL BIENESTAR SOCIAL S.A;1
201007;050010589004 - BIOSIGNO IPS HPTU;1
201011;050010589004 - BIOSIGNO IPS HPTU;3
201001;050010589008 - UNIDAD MEDICA DE ATENCIÓN HOSPITAL MARCO FIDEL SUAREZ;1
201002;050010589008 - UNIDAD MEDICA DE ATENCIÓN HOSPITAL MARCO FIDEL SUAREZ;2
201003;050010589008 - UNIDAD MEDICA DE ATENCIÓN HOSPITAL MARCO FIDEL SUAREZ;1
201002;050010589011 - UNIDAD MEDICA DE ATENCIÓN ITAGUI;1
201003;050010589011 - UNIDAD MEDICA DE ATENCIÓN ITAGUI;1
