PeriodoNum;Edad;CantidadPacientes
201604;71;34
201605;71;30
201606;71;28
201607;71;26
201608;71;34
201609;71;26
201610;71;31
201611;71;33
201612;71;20
201601;72;37
201602;72;31
201603;72;30
201604;72;41
201605;72;32
201606;72;25
201607;72;32
201608;72;39
201609;72;22
201610;72;34
201611;72;34
201612;72;27
201601;73;20
201602;73;32
201603;73;24
201604;73;37
201605;73;22
201606;73;20
201607;73;22
201608;73;25
201609;73;29
201610;73;19
201611;73;26
201612;73;25
201601;74;27
201602;74;28
201603;74;30
201604;74;40
201605;74;38
201606;74;26
201607;74;23
201608;74;29
201609;74;25
201610;74;27
201611;74;27
201612;74;28
201601;75;28
201602;75;22
201603;75;32
201604;75;44
201605;75;33
201606;75;24
201607;75;38
201608;75;30
201609;75;28
201610;75;23
201611;75;27
201612;75;16
201601;76;30
201602;76;29
201603;76;32
201604;76;44
201605;76;34
201606;76;28
201607;76;28
201608;76;36
201609;76;42
201610;76;34
201611;76;24
201612;76;33
201601;77;30
201602;77;32
201603;77;29
201604;77;33
201605;77;34
201606;77;25
201607;77;23
201608;77;40
201609;77;30
201610;77;28
201611;77;27
201612;77;31
201601;78;29
201602;78;33
201603;78;22
201604;78;39
201605;78;22
201606;78;22
201607;78;18
201608;78;33
201609;78;39
201610;78;34
201611;78;20
201612;78;27
201601;79;36
201602;79;37
201603;79;24
201604;79;26
201605;79;20
201606;79;20
201607;79;18
201608;79;22
201609;79;36
201610;79;28
201611;79;26
201612;79;19
201601;80;30
201602;80;26
201603;80;27
201604;80;34
201605;80;28
201606;80;23
201607;80;15
201608;80;15
201609;80;25
201610;80;15
201611;80;26
201612;80;19
201601;81;23
201602;81;26
201603;81;18
201604;81;40
201605;81;32
201606;81;14
201607;81;27
201608;81;31
201609;81;34
201610;81;31
201611;81;27
201612;81;19
201601;82;20
201602;82;33
201603;82;20
201604;82;39
201605;82;21
201606;82;19
201607;82;26
201608;82;32
201609;82;25
201610;82;22
201611;82;17
201612;82;19
201601;83;30
201602;83;18
201603;83;19
201604;83;34
201605;83;28
201606;83;20
201607;83;24
201608;83;31
201609;83;28
201610;83;21
201611;83;15
201612;83;20
201601;84;26
201602;84;23
201603;84;20
201604;84;24
201605;84;23
201606;84;19
201607;84;15
201608;84;25
201609;84;33
201610;84;26
201611;84;21
201612;84;20
201601;85;20
201602;85;26
201603;85;19
201604;85;24
201605;85;18
201606;85;15
201607;85;17
201608;85;16
201609;85;15
201610;85;28
201611;85;18
201612;85;11
201601;86;21
201602;86;16
201603;86;18
201604;86;27
201605;86;16
201606;86;14
201607;86;16
201608;86;16
201609;86;27
201610;86;22
201611;86;17
201612;86;12
201601;87;25
201602;87;18
201603;87;22
201604;87;27
201605;87;17
201606;87;11
201607;87;12
201608;87;14
201609;87;13
201610;87;16
201611;87;10
201612;87;15
201601;88;12
201602;88;17
201603;88;18
201604;88;18
201605;88;10
201606;88;9
201607;88;15
201608;88;24
201609;88;17
201610;88;12
201611;88;15
201612;88;14
201601;89;8
201602;89;8
201603;89;10
201604;89;12
201605;89;10
201606;89;11
201607;89;7
201608;89;15
201609;89;14
201610;89;9
201611;89;7
201612;89;5
201601;90;10
201602;90;11
201603;90;13
201604;90;8
201605;90;12
201606;90;12
201607;90;8
201608;90;7
201609;90;7
201610;90;9
201611;90;5
201612;90;6
201601;91;8
201602;91;4
201603;91;7
201604;91;8
201605;91;9
201606;91;8
201607;91;4
201608;91;8
201609;91;5
201610;91;6
201611;91;8
201612;91;7
201601;92;5
201602;92;7
201603;92;6
201604;92;5
201605;92;9
201606;92;3
201607;92;3
201608;92;2
201609;92;5
201610;92;3
201611;92;3
201612;92;1
201601;93;3
201602;93;4
201603;93;3
201604;93;3
201605;93;7
201606;93;5
201607;93;5
201608;93;8
201609;93;9
201610;93;7
201611;93;2
201612;93;3
201601;94;7
201602;94;7
201603;94;4
201604;94;7
201605;94;5
201606;94;3
201607;94;3
201608;94;3
201609;94;3
201610;94;2
201611;94;5
201612;94;5
201601;95;5
201602;95;2
201603;95;3
201604;95;4
201605;95;6
201606;95;5
201607;95;4
201608;95;4
201609;95;2
201610;95;3
201612;95;2
201601;96;1
201603;96;3
201604;96;4
201605;96;2
201606;96;1
201607;96;4
201608;96;4
201609;96;2
201610;96;2
201611;96;2
201612;96;1
201601;97;1
201603;97;2
201605;97;1
201606;97;2
201607;97;1
201608;97;2
201609;97;1
201601;98;3
201602;98;3
201603;98;1
201604;98;1
201606;98;2
201607;98;2
201608;98;1
201611;98;1
201602;99;1
201604;99;1
201608;99;1
201605;100;1
201606;100;1
201612;100;1
201603;101;1
201604;101;1
201605;101;1
201606;101;1
201612;101;2
201601;104;1
201603;104;1
201610;104;1
201611;104;2
201601;105;1
201602;105;1
201607;105;1
201610;106;1
